Chromosome	Start	End	Feature_Type	Details	Reads
PYGN01000004.1	1008193	1008286	intergenic	.	PYGN01000004.1:1008193-1008286
PYGN01000004.1	2219963	2220005	gene,mRNA		PYGN01000004.1:2219963-2220005
PYGN01000004.1	3546450	3546516	intergenic	.	PYGN01000004.1:3546450-3546516
PYGN01000009.1	1326769	1326799	mRNA,gene		PYGN01000009.1:1326769-1326799
PYGN01000012.1	2574379	2574420	gene,mRNA		PYGN01000012.1:2574379-2574420
PYGN01000014.1	1916965	1917076	intergenic	.	PYGN01000014.1:1916965-1917076
PYGN01000019.1	1253565	1253595	mRNA,gene		PYGN01000019.1:1253565-1253595
PYGN01000023.1	2069577	2069739	intergenic	.	PYGN01000023.1:2069577-2069739
PYGN01000024.1	2288218	2288314	mRNA,gene		PYGN01000024.1:2288218-2288314
PYGN01000025.1	3149212	3149286	intergenic	.	PYGN01000025.1:3149212-3149286
PYGN01000029.1	853789	853820	intergenic	.	PYGN01000029.1:853789-853820
PYGN01000034.1	1496642	1496676	intergenic	.	PYGN01000034.1:1496642-1496676
PYGN01000034.1	1496934	1497099	intergenic	.	PYGN01000034.1:1496934-1497099
PYGN01000035.1	1346290	1346320	intergenic	.	PYGN01000035.1:1346290-1346320
PYGN01000036.1	179467	179516	intergenic	.	PYGN01000036.1:179467-179516
PYGN01000036.1	2916946	2916998	intergenic	.	PYGN01000036.1:2916946-2916998
PYGN01000042.1	1359529	1359777	intergenic	.	PYGN01000042.1:1359529-1359777
PYGN01000044.1	1946753	1946789	intergenic	.	PYGN01000044.1:1946753-1946789
PYGN01000050.1	2617762	2617889	intergenic	.	PYGN01000050.1:2617762-2617889
PYGN01000056.1	553301	553473	intergenic	.	PYGN01000056.1:553301-553473
PYGN01000057.1	3560120	3560176	mRNA,gene,CDS,exon		PYGN01000057.1:3560120-3560176
PYGN01000060.1	871357	871399	intergenic	.	PYGN01000060.1:871357-871399
PYGN01000061.1	1728058	1728095	mRNA,gene		PYGN01000061.1:1728058-1728095
PYGN01000064.1	1479053	1479089	gene,mRNA		PYGN01000064.1:1479053-1479089
PYGN01000066.1	485920	485986	intergenic	.	PYGN01000066.1:485920-485986
PYGN01000067.1	646574	646710	intergenic	.	PYGN01000067.1:646574-646710
PYGN01000072.1	239518	239701	intergenic	.	PYGN01000072.1:239518-239701
PYGN01000074.1	433526	433571	intergenic	.	PYGN01000074.1:433526-433571
PYGN01000077.1	2228811	2228843	intergenic	.	PYGN01000077.1:2228811-2228843
PYGN01000079.1	256558	256604	intergenic	.	PYGN01000079.1:256558-256604
PYGN01000079.1	676260	676334	gene,mRNA		PYGN01000079.1:676260-676334
PYGN01000084.1	1059529	1059647	intergenic	.	PYGN01000084.1:1059529-1059647
