query_id	subject_id_prefixes
N-dahmsi_contig_16614:1635892-1635942	P-sloanei,M-lithgowae
N-dahmsi_contig_4269:3224033-3224113	P-sloanei,N-hanni
N-dahmsi_contig_11138:151366-151466	P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-tryoni-tegminifera,P-sloanei,P-cribrata,M-lithgowae,P-lata,N-hanni,G-dilatatus
N-dahmsi_contig_16927:39069-39166	P-tryoni-tryoni-Eungella
N-dahmsi_contig_3775:1765463-1765737	P-tryoni-tryoni-Eungella
N-dahmsi_contig_2856:4736379-4736664	P-tryoni-tryoni,M-lithgowae
N-dahmsi_contig_11544:1465116-1465161	P-gigantea,P-tryoni-tegminifera,P-sloanei,N-hanni,M-lithgowae,G-dilatatus
N-dahmsi_contig_4400:2532730-2533107	P-tryoni-tryoni-Eungella
N-dahmsi_contig_736:364067-364245	P-tryoni-tryoni-Eungella,P-gigantea,P-cribrata,P-lata,P-tryoni-tegminifera
N-dahmsi_contig_4738:5536662-5536763	P-sloanei,P-gigantea,P-tryoni-tegminifera,M-lithgowae,P-tryoni-tryoni-Eungella,P-tryoni-tryoni
N-dahmsi_contig_6573:2020672-2020764	P-sloanei,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,M-lithgowae,P-gigantea
N-dahmsi_contig_7212:5731249-5731317	P-tryoni-tegminifera,P-sloanei,G-dilatatus,M-lithgowae
N-dahmsi_contig_11810:1802449-1802619	P-tryoni-tryoni-Eungella,P-sloanei,N-hanni,P-tryoni-tryoni,P-tryoni-tegminifera,G-dilatatus
N-dahmsi_contig_11182:97968-98135	P-sloanei,P-tryoni-tryoni,P-lata
N-dahmsi_contig_6573:6123128-6123214	P-gigantea
N-dahmsi_contig_5625:6235841-6236026	P-tryoni-tryoni,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,M-lithgowae,P-gigantea
N-dahmsi_contig_11458:2430753-2431278	P-tryoni-tryoni-Eungella,G-dilatatus,P-tryoni-tegminifera,P-sloanei
N-dahmsi_contig_9034:4636772-4637224	P-tryoni-tegminifera,P-gigantea
N-dahmsi_contig_3644:13346928-13346973	P-tryoni-tryoni-Eungella,P-lata,P-gigantea,P-tryoni-tryoni,G-dilatatus,P-tryoni-tegminifera,M-lithgowae
N-dahmsi_contig_17142:811478-811521	M-lithgowae,P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-tryoni-tegminifera,P-sloanei,G-dilatatus
