Chromosome	Start	End	Feature_Type	Details	Reads
contig_10000	850057	850376	intergenic	.	contig_10000:850057-850376
contig_10000	1659631	1659880	intergenic	.	contig_10000:1659631-1659880
contig_10023	73740	73905	gene,mRNA	.	contig_10023:73740-73905,contig_10023:73740-73905
contig_10023	295528	296186	gene,mRNA	.	contig_10023:295528-296186,contig_10023:295528-296186
contig_10023	317992	318675	gene,mRNA,stop_codon,exon,CDS,start_codon	.	contig_10023:317992-318675,contig_10023:317992-318675,contig_10023:317992-318675,contig_10023:317992-318675,contig_10023:317992-318675,contig_10023:317992-318675
contig_10023	318546	318675	intergenic	.	contig_10023:318546-318675
contig_10023	507390	507608	intergenic	.	contig_10023:507390-507608
contig_10030	12636	13009	gene,mRNA	.	contig_10030:12636-13009,contig_10030:12636-13009
contig_10030	251245	251307	intergenic	.	contig_10030:251245-251307
contig_10030	482367	482912	intergenic	.	contig_10030:482367-482912
contig_10030	514797	515270	gene,mRNA	.	contig_10030:514797-515270,contig_10030:514797-515270
contig_10084	96901	97000	intergenic	.	contig_10084:96901-97000
contig_10084	125634	126028	intergenic	.	contig_10084:125634-126028
contig_10084	147274	147361	intergenic	.	contig_10084:147274-147361
contig_10084	193276	193450	intergenic	.	contig_10084:193276-193450
contig_10084	437783	438002	intergenic	.	contig_10084:437783-438002
contig_10139	12248	12398	gene,mRNA,exon,CDS	.	contig_10139:12248-12398,contig_10139:12248-12398,contig_10139:12248-12398,contig_10139:12248-12398
contig_10151	696155	696445	intergenic	.	contig_10151:696155-696445
contig_10151	698558	698754	intergenic	.	contig_10151:698558-698754
contig_10151	925388	925508	intergenic	.	contig_10151:925388-925508
contig_10151	1103563	1103738	intergenic	.	contig_10151:1103563-1103738
contig_10151	1880819	1880930	gene,mRNA	.	contig_10151:1880819-1880930,contig_10151:1880819-1880930
contig_10151	2019397	2019511	intergenic	.	contig_10151:2019397-2019511
contig_10174	158536	158726	intergenic	.	contig_10174:158536-158726
contig_10174	342739	343122	intergenic	.	contig_10174:342739-343122
contig_10174	383055	383703	intergenic	.	contig_10174:383055-383703
contig_10174	460018	460336	intergenic	.	contig_10174:460018-460336
contig_10194	47368	47763	intergenic	.	contig_10194:47368-47763
contig_10211	511338	511426	intergenic	.	contig_10211:511338-511426
contig_10211	1401904	1402281	intergenic	.	contig_10211:1401904-1402281
contig_10229	222020	222172	gene,mRNA	.	contig_10229:222020-222172,contig_10229:222020-222172
contig_10236	10337	10616	intergenic	.	contig_10236:10337-10616
contig_10236	212930	213097	intergenic	.	contig_10236:212930-213097
contig_10236	1036453	1036612	intergenic	.	contig_10236:1036453-1036612
contig_10236	1083429	1083494	intergenic	.	contig_10236:1083429-1083494
contig_10236	1233195	1233246	gene,mRNA	.	contig_10236:1233195-1233246,contig_10236:1233195-1233246
contig_10236	1304054	1304232	intergenic	.	contig_10236:1304054-1304232
contig_1026	1539434	1539573	intergenic	.	contig_1026:1539434-1539573
contig_1028	112143	112402	intergenic	.	contig_1028:112143-112402
contig_1028	282482	282948	intergenic	.	contig_1028:282482-282948
contig_1028	619123	619221	intergenic	.	contig_1028:619123-619221
contig_1028	627539	627782	intergenic	.	contig_1028:627539-627782
contig_10327	59027	59408	gene,mRNA	.	contig_10327:59027-59408,contig_10327:59027-59408
contig_10327	76303	76399	exon,CDS,gene,mRNA	.	contig_10327:76303-76399,contig_10327:76303-76399,contig_10327:76303-76399,contig_10327:76303-76399
contig_10327	622205	622272	intergenic	.	contig_10327:622205-622272
contig_10327	676412	676710	intergenic	.	contig_10327:676412-676710
contig_10327	802193	802683	gene,mRNA	.	contig_10327:802193-802683,contig_10327:802193-802683
contig_10327	819892	820090	intergenic	.	contig_10327:819892-820090
contig_1033	542602	542798	intergenic	.	contig_1033:542602-542798
contig_1033	562110	562162	intergenic	.	contig_1033:562110-562162
