query_id	subject_id_prefixes
P-tryoni-tegminifera_contig_7657:1599301-1599451	P-cribrata,P-tryoni-tryoni,P-gigantea,P-sloanei,P-lata,P-tryoni-tryoni-Eungella,M-lithgowae,N-hanni,G-dilatatus
P-tryoni-tegminifera_contig_34:2350769-2350835	P-gigantea,N-hanni
P-tryoni-tegminifera_contig_13527:104033-104112	P-sloanei,P-gigantea,M-lithgowae,P-tryoni-tryoni,P-tryoni-tryoni-Eungella
P-tryoni-tegminifera_contig_30173:396595-396705	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-gigantea,M-lithgowae
P-tryoni-tegminifera_contig_6125:729192-729347	P-sloanei,N-dahmsi
P-tryoni-tegminifera_contig_42748:166515-166704	P-gigantea
P-tryoni-tegminifera_contig_16469:115909-116157	P-gigantea,N-dahmsi
P-tryoni-tegminifera_contig_28160:314301-315038	P-gigantea
P-tryoni-tegminifera_contig_575:3191252-3191350	P-tryoni-tryoni,P-gigantea,N-dahmsi,P-tryoni-tryoni-Eungella
P-tryoni-tegminifera_contig_5359:62241-62636	P-gigantea,P-tryoni-tryoni
P-tryoni-tegminifera_contig_15136:3525088-3525221	N-hanni,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-lata,M-lithgowae,P-gigantea,P-cribrata,G-dilatatus,N-dahmsi
P-tryoni-tegminifera_contig_41717:369164-369705	P-gigantea,P-tryoni-tryoni
P-tryoni-tegminifera_contig_3465:1785090-1785543	P-gigantea
P-tryoni-tegminifera_contig_578:61537-61595	P-gigantea,N-hanni,P-tryoni-tryoni,N-dahmsi
P-tryoni-tegminifera_contig_4462:631405-631515	P-tryoni-tryoni-Eungella,P-sloanei,P-gigantea,M-lithgowae,G-dilatatus,P-tryoni-tryoni
P-tryoni-tegminifera_contig_23100:80328-80683	P-tryoni-tryoni,M-lithgowae
P-tryoni-tegminifera_contig_10375:902914-903749	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-sloanei,P-gigantea,N-dahmsi
P-tryoni-tegminifera_contig_458:2876184-2876322	P-tryoni-tryoni,N-dahmsi,M-lithgowae,P-gigantea,G-dilatatus,P-sloanei,N-hanni
P-tryoni-tegminifera_contig_7720:8273-8332	P-tryoni-tryoni
P-tryoni-tegminifera_contig_5543:26344-26453	P-tryoni-tryoni-Eungella
P-tryoni-tegminifera_contig_9637:599494-599683	P-gigantea
P-tryoni-tegminifera_contig_28639:547859-547937	P-gigantea,G-dilatatus
P-tryoni-tegminifera_contig_23529:70524-70684	N-dahmsi,G-dilatatus,P-sloanei,N-hanni
P-tryoni-tegminifera_contig_4697:334373-334613	P-tryoni-tryoni,N-dahmsi,P-sloanei
P-tryoni-tegminifera_contig_22348:150460-150969	M-lithgowae
P-tryoni-tegminifera_contig_26028:42009-42134	P-gigantea,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,M-lithgowae,G-dilatatus,P-lata,P-cribrata
P-tryoni-tegminifera_contig_16213:884009-884156	P-tryoni-tryoni,P-gigantea,M-lithgowae
P-tryoni-tegminifera_contig_15143:448085-448221	P-tryoni-tryoni-Eungella,P-gigantea,N-hanni,M-lithgowae,N-dahmsi
P-tryoni-tegminifera_contig_29903:383223-383295	P-gigantea,P-sloanei,N-hanni,P-tryoni-tryoni,M-lithgowae
P-tryoni-tegminifera_contig_9756:1221040-1221293	P-sloanei,G-dilatatus,N-dahmsi
P-tryoni-tegminifera_contig_18601:26684-26881	P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tryoni
P-tryoni-tegminifera_contig_3365:290534-290675	P-tryoni-tryoni,G-dilatatus,N-hanni
P-tryoni-tegminifera_contig_11856:2426036-2426096	P-tryoni-tryoni-Eungella
P-tryoni-tegminifera_contig_38356:158484-158642	P-gigantea,N-dahmsi,P-tryoni-tryoni,G-dilatatus,P-sloanei,P-tryoni-tryoni-Eungella,P-lata
P-tryoni-tegminifera_contig_10256:675692-676022	P-gigantea,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,N-hanni,N-dahmsi,G-dilatatus
P-tryoni-tegminifera_contig_24803:395969-396239	P-tryoni-tryoni,M-lithgowae,P-tryoni-tryoni-Eungella,P-gigantea
P-tryoni-tegminifera_contig_34401:269267-269334	P-gigantea,P-tryoni-tryoni,G-dilatatus,N-dahmsi
P-tryoni-tegminifera_contig_8395:1387920-1388144	P-gigantea,P-tryoni-tryoni,G-dilatatus,P-tryoni-tryoni-Eungella,N-dahmsi,P-cribrata
P-tryoni-tegminifera_contig_4385:530147-530439	P-gigantea
P-tryoni-tegminifera_contig_3691:782198-782249	P-lata,M-lithgowae,P-tryoni-tryoni-Eungella,P-cribrata
P-tryoni-tegminifera_contig_3587:873665-873766	P-tryoni-tryoni,P-gigantea,M-lithgowae,G-dilatatus,P-sloanei,P-lata,P-cribrata,N-hanni,N-dahmsi,P-tryoni-tryoni-Eungella
P-tryoni-tegminifera_contig_12904:2637364-2637423	P-sloanei,P-tryoni-tryoni,M-lithgowae,P-gigantea
P-tryoni-tegminifera_contig_20542:790173-790385	P-gigantea,P-tryoni-tryoni,M-lithgowae,P-lata
P-tryoni-tegminifera_contig_23970:1286184-1286266	P-gigantea,N-hanni
P-tryoni-tegminifera_contig_42203:114298-114368	G-dilatatus,N-hanni,P-gigantea,N-dahmsi,P-lata,P-cribrata,P-tryoni-tryoni
P-tryoni-tegminifera_contig_34147:31041-31265	P-gigantea,P-tryoni-tryoni,M-lithgowae
P-tryoni-tegminifera_contig_31886:60748-60804	P-tryoni-tryoni
P-tryoni-tegminifera_contig_14617:27579-27644	P-gigantea,N-dahmsi
P-tryoni-tegminifera_contig_19033:692221-692292	P-gigantea,P-sloanei,P-tryoni-tryoni
P-tryoni-tegminifera_contig_17395:562523-562660	P-gigantea
P-tryoni-tegminifera_contig_5582:166829-167138	P-gigantea
P-tryoni-tegminifera_contig_38045:331515-331585	M-lithgowae,P-sloanei,N-hanni,P-gigantea
P-tryoni-tegminifera_contig_13513:78598-78768	P-gigantea,N-hanni,P-tryoni-tryoni,G-dilatatus,M-lithgowae
P-tryoni-tegminifera_contig_19569:73185-73505	P-tryoni-tryoni,N-dahmsi,M-lithgowae
P-tryoni-tegminifera_contig_21560:1139480-1139576	G-dilatatus,P-gigantea,P-sloanei
P-tryoni-tegminifera_contig_5022:141874-142019	M-lithgowae,G-dilatatus,N-hanni,N-dahmsi,P-tryoni-tryoni-Eungella
P-tryoni-tegminifera_contig_1092:3518915-3519258	P-gigantea
P-tryoni-tegminifera_contig_12884:535068-535232	P-gigantea
P-tryoni-tegminifera_contig_28385:569294-569535	P-sloanei
P-tryoni-tegminifera_contig_5266:2115402-2115482	P-gigantea,G-dilatatus,P-tryoni-tryoni,P-sloanei,N-hanni,N-dahmsi,P-tryoni-tryoni-Eungella,P-cribrata
P-tryoni-tegminifera_contig_892:1797215-1797331	P-gigantea,P-lata,M-lithgowae,P-sloanei,N-hanni
P-tryoni-tegminifera_contig_7710:31837-31915	P-tryoni-tryoni,P-lata,N-hanni,M-lithgowae
P-tryoni-tegminifera_contig_489:256077-256287	P-gigantea
P-tryoni-tegminifera_contig_5655:5611086-5611156	P-tryoni-tryoni,P-sloanei,N-hanni,P-cribrata,N-dahmsi,P-tryoni-tryoni-Eungella,M-lithgowae
P-tryoni-tegminifera_contig_13513:254455-254756	P-tryoni-tryoni,P-gigantea
P-tryoni-tegminifera_contig_7118:714265-714359	N-dahmsi
P-tryoni-tegminifera_contig_41939:304800-305354	P-gigantea,M-lithgowae
P-tryoni-tegminifera_contig_10908:783589-783692	P-gigantea,M-lithgowae,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,G-dilatatus
P-tryoni-tegminifera_contig_12752:1541740-1541872	N-hanni,N-dahmsi
P-tryoni-tegminifera_contig_21958:795355-795424	P-gigantea,P-tryoni-tryoni,P-sloanei,M-lithgowae,N-hanni
