query_id	subject_id_prefixes
N-hanni_768669:3727-3925	P-sloanei
N-hanni_604088:2852-2907	N-dahmsi
N-hanni_721758:1997-2137	N-dahmsi,P-tryoni-tegminifera,M-lithgowae,P-tryoni-tryoni,D-punctata
N-hanni_639368:12034-12114	P-tryoni-tryoni-Eungella,M-lithgowae
N-hanni_749468:204-294	P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera,P-lata
N-hanni_1200:198130-198343	P-sloanei,P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera,N-dahmsi
N-hanni_687999:1052-1174	P-sloanei
N-hanni_714644:173-417	P-sloanei
N-hanni_731114:227-496	P-sloanei
N-hanni_711123:6417-6481	P-tryoni-tegminifera,P-sloanei,N-dahmsi
N-hanni_820456:5738-6031	P-gigantea,G-dilatatus,M-lithgowae
N-hanni_740185:1524-1687	P-sloanei,P-tryoni-tryoni-Eungella,P-tryoni-tryoni
N-hanni_1261:318367-318475	P-sloanei
N-hanni_914:813534-813596	P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-lata,N-dahmsi
N-hanni_804284:431-536	P-tryoni-tryoni,P-tryoni-tegminifera,M-lithgowae,N-dahmsi,P-tryoni-tryoni-Eungella,P-gigantea
N-hanni_751082:6497-6707	P-tryoni-tryoni,P-tryoni-tryoni-Eungella
N-hanni_639111:759-1162	P-tryoni-tryoni
N-hanni_738146:266-337	G-dilatatus
N-hanni_819917:81-252	G-dilatatus
N-hanni_735293:779-920	P-sloanei,P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera,N-dahmsi
N-hanni_737627:1153-1404	P-sloanei,N-dahmsi
N-hanni_821118:8781-8912	P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni,M-lithgowae,P-sloanei,P-tryoni-tryoni-Eungella,G-dilatatus,N-dahmsi
N-hanni_782339:1246-1436	P-gigantea,P-tryoni-tegminifera,N-dahmsi,P-tryoni-tryoni-Eungella,P-lata,P-sloanei
N-hanni_594545:721-850	P-tryoni-tryoni,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,N-dahmsi,M-lithgowae,G-dilatatus,P-sloanei,P-gigantea
N-hanni_810970:6135-6186	P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,P-tryoni-tegminifera,P-lata,M-lithgowae,N-dahmsi,G-dilatatus
N-hanni_816144:35496-35585	N-dahmsi,P-tryoni-tegminifera
N-hanni_974:9565-9664	P-sloanei,P-gigantea,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,N-dahmsi,P-tryoni-tegminifera,M-lithgowae
N-hanni_801900:802-923	P-tryoni-tegminifera,M-lithgowae,P-gigantea,N-dahmsi,P-lata,P-cribrata
N-hanni_676:198387-198565	P-sloanei,P-tryoni-tryoni,P-tryoni-tryoni-Eungella,G-dilatatus,N-dahmsi,P-tryoni-tegminifera,P-gigantea
N-hanni_756781:141-296	P-tryoni-tegminifera,N-dahmsi,M-lithgowae,P-lata,P-tryoni-tryoni-Eungella,P-sloanei
N-hanni_753670:94607-94787	P-sloanei,N-dahmsi,G-dilatatus,M-lithgowae
N-hanni_820019:991012-991240	P-sloanei,P-tryoni-tegminifera,N-dahmsi,M-lithgowae,P-tryoni-tryoni,G-dilatatus,P-tryoni-tryoni-Eungella
N-hanni_710166:4087-4278	P-sloanei
N-hanni_594060:2640-3109	P-sloanei
N-hanni_822202:1282-1343	P-gigantea,P-tryoni-tegminifera
N-hanni_445733:1204-1359	P-sloanei,P-tryoni-tegminifera,P-tryoni-tryoni
N-hanni_592290:6670-7206	P-sloanei,N-dahmsi
N-hanni_817685:23811-23982	P-sloanei,P-gigantea
N-hanni_1014:277530-277598	P-gigantea,N-dahmsi
N-hanni_758743:8496-8626	P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,N-dahmsi
N-hanni_779159:11685-11880	G-dilatatus
N-hanni_707119:9250-9317	P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,N-dahmsi
N-hanni_658401:681-810	P-gigantea,P-tryoni-tegminifera,P-sloanei,M-lithgowae,P-tryoni-tryoni-Eungella,G-dilatatus
