query_id	subject_id_prefixes
D-punctata_JASPKZ010009791.1:955430-955508	P-tryoni-tegminifera
D-punctata_JASPKZ010008746.1:284114-284166	P-tryoni-tryoni,P-gigantea,M-lithgowae,N-dahmsi,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-sloanei
D-punctata_JASPKZ010009357.1:2785898-2785954	P-cribrata
D-punctata_JASPKZ010008366.1:349698-349755	P-cribrata,M-lithgowae,G-dilatatus
D-punctata_JASPKZ010005319.1:518828-518924	P-sloanei,M-lithgowae
D-punctata_JASPKZ010002706.1:114031-114081	B-germanica
D-punctata_JASPKZ010003435.1:767465-767542	P-tryoni-tegminifera,P-gigantea
D-punctata_JASPKZ010010655.1:2837816-2837882	M-lithgowae
D-punctata_JASPKZ010000021.1:1080963-1081015	P-gigantea,P-tryoni-tryoni-Eungella,P-tryoni-tryoni,M-lithgowae,G-dilatatus,P-tryoni-tegminifera,P-cribrata,P-lata
D-punctata_JASPKZ010007355.1:810049-810214	P-gigantea,P-tryoni-tegminifera
D-punctata_JASPKZ010008018.1:214607-214772	G-dilatatus
D-punctata_JASPKZ010010255.1:230439-230510	P-tryoni-tryoni,P-gigantea,P-tryoni-tegminifera,P-sloanei,M-lithgowae
D-punctata_JASPKZ010006054.1:965039-965136	G-dilatatus
D-punctata_JASPKZ010008305.1:29264-29415	P-tryoni-tryoni-Eungella
D-punctata_JASPKZ010003868.1:6370479-6370549	B-germanica
D-punctata_JASPKZ010009666.1:74540-74605	P-tryoni-tegminifera,P-tryoni-tryoni
D-punctata_JASPKZ010002312.1:709422-709510	P-lata
D-punctata_JASPKZ010007584.1:181195-181295	P-tryoni-tryoni
D-punctata_JASPKZ010007246.1:435108-435224	B-germanica
