query_id	subject_id_prefixes
M-lithgowae_contig_9799:1449255-1449346	P-tryoni-tryoni
M-lithgowae_contig_6410:8811-8875	P-sloanei,N-hanni,G-dilatatus,P-cribrata,P-lata
M-lithgowae_contig_9902:294775-294872	P-tryoni-tryoni
M-lithgowae_contig_2397:827046-827127	P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,P-lata,P-cribrata,P-tryoni-tryoni,P-gigantea,N-dahmsi
M-lithgowae_contig_2152:475651-475868	P-tryoni-tryoni,N-dahmsi,P-tryoni-tegminifera,P-gigantea,P-sloanei,P-tryoni-tryoni-Eungella
M-lithgowae_contig_2601:254723-254821	P-tryoni-tryoni,P-tryoni-tegminifera,N-dahmsi,P-gigantea
M-lithgowae_contig_6600:288132-288456	P-tryoni-tryoni-Eungella
M-lithgowae_contig_4479:134695-134797	P-tryoni-tegminifera,P-sloanei,P-gigantea
M-lithgowae_contig_6881:781693-781803	P-gigantea,N-hanni,P-tryoni-tegminifera,P-sloanei,P-tryoni-tryoni,P-tryoni-tryoni-Eungella
M-lithgowae_contig_2942:16930-17440	P-tryoni-tryoni
M-lithgowae_contig_650:1948004-1948107	N-hanni,P-tryoni-tryoni,P-tryoni-tegminifera,P-gigantea,N-dahmsi,P-lata,P-cribrata,P-tryoni-tryoni-Eungella,P-sloanei,G-dilatatus
M-lithgowae_contig_10354:737343-737380	P-sloanei
M-lithgowae_contig_2223:443551-443767	P-gigantea,N-dahmsi,N-hanni,P-sloanei,G-dilatatus,P-lata
M-lithgowae_contig_9806:789002-789107	P-tryoni-tegminifera,N-dahmsi,P-gigantea,P-tryoni-tryoni,G-dilatatus,P-tryoni-tryoni-Eungella
M-lithgowae_contig_10024:215567-215695	P-tryoni-tryoni-Eungella,P-sloanei,P-tryoni-tryoni,N-dahmsi
M-lithgowae_contig_1873:1556301-1556404	P-tryoni-tryoni,P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella
