query_id	subject_id_prefixes
P-tryoni-tryoni_contig_5533:96049-96125	P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella
P-tryoni-tryoni_contig_2341:19442-19593	P-gigantea
P-tryoni-tryoni_contig_18892:526856-527090	P-tryoni-tryoni-Eungella,P-gigantea,N-dahmsi
P-tryoni-tryoni_contig_12395:1003612-1003675	P-tryoni-tryoni-Eungella
P-tryoni-tryoni_contig_6276:519077-519167	N-hanni,P-gigantea,N-dahmsi
P-tryoni-tryoni_contig_8225:826233-826421	M-lithgowae,P-sloanei,P-tryoni-tryoni-Eungella,N-dahmsi,P-tryoni-tegminifera
P-tryoni-tryoni_contig_12558:935063-935203	M-lithgowae,G-dilatatus,P-sloanei
P-tryoni-tryoni_contig_19991:340125-340194	M-lithgowae,N-hanni,P-tryoni-tryoni-Eungella
P-tryoni-tryoni_contig_21023:240139-240283	P-gigantea,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,P-sloanei,G-dilatatus,M-lithgowae,N-dahmsi
P-tryoni-tryoni_contig_19268:595959-596308	M-lithgowae
P-tryoni-tryoni_contig_16709:4945-5084	P-tryoni-tryoni-Eungella,M-lithgowae,P-gigantea
P-tryoni-tryoni_contig_19692:315761-315887	M-lithgowae,P-tryoni-tegminifera,P-gigantea
P-tryoni-tryoni_contig_14493:5077-5146	P-sloanei,G-dilatatus
P-tryoni-tryoni_contig_20602:50253-50488	M-lithgowae
P-tryoni-tryoni_contig_19403:49275-49368	M-lithgowae
P-tryoni-tryoni_contig_1334:68864-68963	P-gigantea,P-tryoni-tegminifera,M-lithgowae,P-tryoni-tryoni-Eungella,N-dahmsi
P-tryoni-tryoni_contig_4260:1064231-1064609	P-tryoni-tegminifera,P-gigantea,M-lithgowae
P-tryoni-tryoni_contig_3703:464673-464916	P-tryoni-tegminifera,N-dahmsi
P-tryoni-tryoni_contig_21055:21169-21291	P-tryoni-tryoni-Eungella,P-sloanei
P-tryoni-tryoni_contig_12752:33160-33225	P-sloanei,P-tryoni-tegminifera,M-lithgowae,N-hanni,P-gigantea,P-lata,G-dilatatus
P-tryoni-tryoni_contig_15630:365131-365604	P-tryoni-tegminifera
P-tryoni-tryoni_contig_19317:417130-417304	P-tryoni-tegminifera,G-dilatatus,N-hanni,P-sloanei
P-tryoni-tryoni_contig_20884:174185-174288	P-gigantea,M-lithgowae,N-hanni
P-tryoni-tryoni_contig_18708:241259-241504	M-lithgowae,N-dahmsi
P-tryoni-tryoni_contig_15793:225907-226165	P-tryoni-tegminifera
P-tryoni-tryoni_contig_20435:370691-370772	P-gigantea,G-dilatatus,P-tryoni-tegminifera,M-lithgowae,N-dahmsi
P-tryoni-tryoni_contig_13778:722083-722233	M-lithgowae,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera
P-tryoni-tryoni_contig_18468:1099974-1100376	P-tryoni-tryoni-Eungella,P-gigantea,P-tryoni-tegminifera
P-tryoni-tryoni_contig_2521:1759577-1759798	M-lithgowae,N-dahmsi
P-tryoni-tryoni_contig_20301:6906-7072	P-gigantea
P-tryoni-tryoni_contig_19152:56839-56901	P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,P-gigantea,M-lithgowae,P-sloanei,G-dilatatus,N-dahmsi
P-tryoni-tryoni_contig_3893:442341-442456	M-lithgowae,P-tryoni-tryoni-Eungella,P-tryoni-tegminifera,N-dahmsi,P-sloanei,N-hanni,G-dilatatus,P-gigantea
P-tryoni-tryoni_contig_8485:196691-196769	P-sloanei
P-tryoni-tryoni_contig_7106:115658-115718	P-tryoni-tegminifera,N-hanni,P-lata,P-cribrata,P-sloanei,G-dilatatus
P-tryoni-tryoni_contig_11093:425006-425078	M-lithgowae
P-tryoni-tryoni_contig_16773:50396-50546	P-gigantea,N-dahmsi,G-dilatatus,P-tryoni-tegminifera,P-tryoni-tryoni-Eungella,P-sloanei,N-hanni,P-lata
