CP142623.1	0	2074	0
CP142623.1	2074	2112	1
CP142623.1	2112	3207	0
CP142623.1	3207	3274	1
CP142623.1	3274	4070	0
CP142623.1	4070	4126	1
CP142623.1	4126	5344	0
CP142623.1	5344	5370	1
CP142623.1	5370	5373	0
CP142623.1	5373	5462	1
CP142623.1	5462	5470	0
CP142623.1	5470	5505	1
CP142623.1	5505	5827	0
CP142623.1	5827	6144	1
CP142623.1	6144	6149	2
CP142623.1	6149	6220	1
CP142623.1	6220	6221	0
CP142623.1	6221	6242	1
CP142623.1	6242	6243	0
CP142623.1	6243	6256	1
CP142623.1	6256	6356	0
CP142623.1	6356	6457	1
CP142623.1	6457	6461	0
CP142623.1	6461	6509	1
CP142623.1	6509	8006	0
CP142623.1	8006	8102	1
CP142623.1	8102	11048	0
CP142623.1	11048	11083	1
CP142623.1	11083	11609	0
CP142623.1	11609	11724	1
CP142623.1	11724	12971	0
CP142623.1	12971	13036	1
CP142623.1	13036	13043	0
CP142623.1	13043	13105	1
CP142623.1	13105	14277	0
CP142623.1	14277	14298	1
CP142623.1	14298	14299	0
CP142623.1	14299	14335	1
CP142623.1	14335	14336	0
CP142623.1	14336	14366	1
CP142623.1	14366	15456	0
CP142623.1	15456	15523	1
CP142623.1	15523	17990	0
CP142623.1	17990	18029	1
CP142623.1	18029	18173	0
CP142623.1	18173	18244	1
CP142623.1	18244	18307	2
CP142623.1	18307	18308	1
CP142623.1	18308	19268	0
CP142623.1	19268	19327	1
CP142623.1	19327	19615	0
CP142623.1	19615	19713	1
CP142623.1	19713	21604	0
CP142623.1	21604	21643	1
CP142623.1	21643	21660	0
CP142623.1	21660	21722	1
CP142623.1	21722	21728	0
CP142623.1	21728	21819	1
CP142623.1	21819	22178	0
CP142623.1	22178	22283	1
CP142623.1	22283	22880	0
CP142623.1	22880	22921	1
CP142623.1	22921	22924	0
CP142623.1	22924	22989	1
CP142623.1	22989	23670	0
CP142623.1	23670	23673	1
CP142623.1	23673	23674	0
CP142623.1	23674	23757	1
CP142623.1	23757	23948	0
CP142623.1	23948	24050	1
CP142623.1	24050	25712	0
CP142623.1	25712	25774	1
CP142623.1	25774	25777	0
CP142623.1	25777	25805	1
CP142623.1	25805	27026	0
CP142623.1	27026	27075	1
CP142623.1	27075	27076	0
CP142623.1	27076	27128	1
CP142623.1	27128	30085	0
CP142623.1	30085	30119	1
CP142623.1	30119	30120	0
CP142623.1	30120	30191	1
CP142623.1	30191	30407	0
CP142623.1	30407	30496	1
CP142623.1	30496	31257	0
CP142623.1	31257	31280	1
CP142623.1	31280	31290	0
CP142623.1	31290	31348	1
CP142623.1	31348	31369	2
CP142623.1	31369	31373	1
CP142623.1	31373	31489	2
CP142623.1	31489	31522	1
CP142623.1	31522	31524	0
CP142623.1	31524	31556	1
CP142623.1	31556	32601	0
CP142623.1	32601	32701	1
CP142623.1	32701	32703	2
CP142623.1	32703	32917	1
CP142623.1	32917	34125	0
CP142623.1	34125	34190	1
CP142623.1	34190	34979	0
CP142623.1	34979	35074	1
CP142623.1	35074	36035	0
CP142623.1	36035	36172	1
CP142623.1	36172	36981	0
CP142623.1	36981	37032	1
CP142623.1	37032	37035	0
CP142623.1	37035	37118	1
CP142623.1	37118	37319	0
CP142623.1	37319	37371	1
CP142623.1	37371	37542	0
CP142623.1	37542	37567	1
CP142623.1	37567	37571	0
CP142623.1	37571	37618	1
CP142623.1	37618	37648	2
CP142623.1	37648	37649	1
CP142623.1	37649	37728	2
CP142623.1	37728	37730	1
CP142623.1	37730	37731	0
CP142623.1	37731	37771	1
CP142623.1	37771	38066	0
CP142623.1	38066	38174	1
CP142623.1	38174	38917	0
CP142623.1	38917	38941	1
CP142623.1	38941	38944	0
CP142623.1	38944	39023	1
CP142623.1	39023	39388	0
CP142623.1	39388	39451	1
CP142623.1	39451	39600	0
CP142623.1	39600	39661	1
CP142623.1	39661	39884	0
CP142623.1	39884	39910	1
CP142623.1	39910	39911	0
CP142623.1	39911	39985	1
CP142623.1	39985	40268	0
CP142623.1	40268	40511	1
CP142623.1	40511	42528	0
CP142623.1	42528	42610	1
CP142623.1	42610	42611	0
CP142623.1	42611	42683	1
CP142623.1	42683	42684	0
CP142623.1	42684	42741	1
CP142623.1	42741	42742	0
CP142623.1	42742	42775	1
CP142623.1	42775	42801	0
CP142623.1	42801	42854	1
CP142623.1	42854	42860	0
CP142623.1	42860	42887	1
CP142623.1	42887	43383	0
CP142623.1	43383	43508	1
CP142623.1	43508	44263	0
CP142623.1	44263	44341	1
CP142623.1	44341	45745	0
CP142623.1	45745	45829	1
CP142623.1	45829	46062	0
CP142623.1	46062	46162	1
CP142623.1	46162	46269	0
CP142623.1	46269	46329	1
CP142623.1	46329	48268	0
CP142623.1	48268	48379	1
CP142623.1	48379	48398	0
CP142623.1	48398	48452	1
CP142623.1	48452	49838	0
CP142623.1	49838	49912	1
CP142623.1	49912	49915	0
CP142623.1	49915	49952	1
CP142623.1	49952	52094	0
CP142623.1	52094	52178	1
CP142623.1	52178	52940	0
CP142623.1	52940	53095	1
CP142623.1	53095	53431	0
CP142623.1	53431	53456	1
CP142623.1	53456	53459	0
CP142623.1	53459	53530	1
CP142623.1	53530	53531	0
CP142623.1	53531	53559	1
CP142623.1	53559	53984	0
CP142623.1	53984	54047	1
CP142623.1	54047	55877	0
CP142623.1	55877	55956	1
CP142623.1	55956	55958	0
CP142623.1	55958	56006	1
CP142623.1	56006	56750	0
CP142623.1	56750	56782	1
CP142623.1	56782	56783	0
CP142623.1	56783	56822	1
CP142623.1	56822	56830	2
CP142623.1	56830	56834	1
CP142623.1	56834	56869	2
CP142623.1	56869	56877	1
CP142623.1	56877	56908	2
CP142623.1	56908	56909	1
CP142623.1	56909	56910	0
CP142623.1	56910	56956	1
CP142623.1	56956	59885	0
CP142623.1	59885	59988	1
CP142623.1	59988	60026	2
CP142623.1	60026	60067	1
CP142623.1	60067	61587	0
